x1,x2,y
0.38565236026287053,0.3812475271740188,0.0033780660000186924
-0.4618393173072206,-0.6555505858960757,-0.21645101565788855
0.10881440737112369,0.005102224342506068,0.011814542558287596
0.7707413961275658,0.836131620390095,-0.10507378691149671
-0.7459995313380379,-0.5793793294827074,0.22083489332474054
-0.8738056354366932,-0.9970960685569179,-0.2306642814107388
0.5713780487419966,-0.8292564637101512,-0.3611934080208538
0.34625633912468334,-0.6011535439675604,-0.24149213104072986
0.02994934494486534,0.6778954347109039,-0.4586452571392588
0.6796126460332024,-0.031032801848198233,0.46091031385770126
0.02380022639417323,-0.555569136743493,-0.3080906149254961
-0.5048121370816503,-0.3118194216484145,0.1576039420277912
-0.6700335304529883,-0.4006310194406555,0.2884397181932367
0.8932095907024977,-0.010962075646660407,0.7977032058204404
0.896416593723844,0.39776516169939624,0.6453455856417123
0.9744781673996796,0.26280496954153865,0.880541246722909
0.5884518254091915,-0.07341681363835528,0.3408855223026006
-0.7664777364298225,0.5109947384817262,0.3263724976865768
-0.8847918658035583,0.8238797964518765,0.10407872679055641
-0.6362105609904192,0.692119700963282,-0.07426580254575904
-0.9489272872962151,-0.6636095139451137,0.4600854095768835
-0.05708332273495853,0.9621594483660107,-0.9224922983455227
-0.31619289493894964,0.2645579294496636,0.029987048775180464
0.7884430702410685,0.32911159970712034,0.5133280299493828
0.060314757422760046,0.4475250934313677,-0.196640839287788
0.4255437732960674,-0.2953081752881832,0.09388058459901846
0.6974038872767463,0.9470356321597913,-0.4105043065915788
0.31901494213782144,-0.31541693105568536,0.0022826929106106036
-0.2272601142321904,-0.7192115431377217,-0.4656180842617148
0.8220214483147292,0.64351004246049,0.26161408674194336
0.18462035029161727,0.18124267807869132,0.0012357653846633287
-0.5232612964954972,-0.3034533074298813,0.1817184746200146
0.26172445007341616,0.9380620895265239,-0.8114607960406361
0.20568914683976125,0.6333607374692782,-0.3588377986399591
0.4945588899033724,-0.003048768405139679,0.2445792005936678
0.9147941737850032,-0.44448665900130613,0.6392799903608432
0.30934951007330214,-0.5148614180233231,-0.16938516038639495
-0.49499806159517634,-0.5371281261891709,-0.04348354296050791
-0.8021898369392815,-0.02140922440162063,0.643050179599192
-0.41820894299630984,-0.14255151844990155,0.1545777845897181
-0.7732527950320383,0.12931533648779858,0.5811974287739068
-0.5113877016506756,0.6749284344423383,-0.19401101021922534
-0.9140603222021504,0.34565063655667383,0.7160319100722652
0.9557927615566373,-0.7388508758985781,0.3676391862279669
0.2896248542918387,0.33004822540460466,-0.02504927486915992
-0.782246267895472,0.12210479819025966,0.5969996418953105
0.03698014206383826,-0.4166221036610329,-0.1722064463518828
0.3693919124375362,-0.9930177805602549,-0.8496339275345541
-0.8534690905581614,-0.4575793404869348,0.519030635697717
0.22085570681984001,-0.656060502525939,-0.3816381397396964
0.799542276640635,-0.43628525406317387,0.44892302922272165
-0.879868206833913,0.9265490153277751,-0.08432501640774415
-0.3407054612747771,-0.6753321156974954,-0.33999325514999673
0.8372559132237976,-0.3587074324610007,0.5723264421254518
0.6609806420047999,0.6301274752796688,0.03983477400274782
0.4338204767830214,-0.638115320987682,-0.21899095680296443
0.8603422126653271,0.5856174919118518,0.3972408760607431
0.4397704428406073,0.04755749934650422,0.1911363266521311
0.27539653960132315,0.9379778755611681,-0.8039592410178589
0.3125333828824399,0.6422791381208597,-0.3148453758493326
0.43227071518555116,-0.23194235986000233,0.13306071290960106
0.38652008465561694,0.7623839464412896,-0.4318315059492098
0.993045620652576,-0.2837391417400035,0.905631704141906
-0.7513172616739665,0.8678147762561337,-0.18862485819921593
0.431188469847827,-0.6501188785611487,-0.23673105973189518
0.25699312600936564,-0.785225239848738,-0.5505332104794425
0.12809107158754296,0.46910638714770436,-0.20365347984232682
0.4889032067397172,-0.563017934380875,-0.07796284887412858
0.4130043649144153,-0.5105998495122461,-0.09013960088356887
0.7157671954875833,-0.49725162106758236,0.2650635034818217
